species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	LCN2	Leydig cells	NGAL|24p3	0.043	lipocalin 2	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.181818	0.0567398	0.041672
Mm Hs	HSD17B3	Leydig cells	SDR12C2	0.002	hydroxysteroid 17-beta dehydrogenase 3	protein-coding gene	1	Mesoderm	Reproductive	1.0	0.181818	0.00219436	0.0019905
Mm Hs	ASS1	Leydig cells	CTLN1|ASS	0.048	argininosuccinate synthase 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.363636	0.0407524	0.0483498
Mm Hs	PRLR	Leydig cells	NA	0.013	prolactin receptor	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.727273	0.0106583	0.0133556
Mm	REN1	Leydig cells	NA	0.0	renin 1 structural	protein coding gene	NA	Mesoderm	Reproductive	NA	NA	NA	NA
Mm	AKR1CL	Leydig cells	NA	0.005	aldo-keto reductase family 1, member C-like	protein coding gene	NA	Mesoderm	Reproductive	0.0	1.0	0.0	0.00545781
Mm Hs	CYP26B1	Leydig cells	P450RAI-2	0.005	cytochrome P450 family 26 subfamily B member 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.454545	0.00125392	0.0053936
Mm Hs	IGF2	Leydig cells	FLJ44734|IGF-II|C11orf43	0.013	insulin like growth factor 2	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.046395	0.000898934
Mm Hs	IGFBP5	Leydig cells	NA	0.075	insulin like growth factor binding protein 5	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.09279	0.0701169
Mm Hs	CFD	Leydig cells	ADN|DF|PFD	0.018	complement factor D	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.0987461	0.00115577
Mm Hs	DLK1	Leydig cells	FA1|pG2|Pref-1|ZOG|Delta1	0.055	delta like non-canonical Notch ligand 1	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.272727	0.0460815	0.0578528
Mm Hs	IGFBP3	Leydig cells	IBP3|BP-53	0.031	insulin like growth factor binding protein 3	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.0592477	0.0256196
Mm Hs	INHBA	Leydig cells	NA	0.013	inhibin subunit beta A	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.636364	0.00815047	0.0129061
Mm Hs	VIT	Leydig cells	NA	0.005	vitrin	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.000626959	0.0
Mm Hs	ALDH1A3	Leydig cells	RALDH3|ALDH6	0.008	aldehyde dehydrogenase 1 family member A3	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.0347962	0.00327469
Mm Hs	NOS1	Leydig cells	nNOS	0.004	nitric oxide synthase 1	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.0	0.0040452
Mm Hs	EDNRA	Leydig cells	ET-A|ETA-R|hET-AR	0.013	endothelin receptor type A	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0909091	0.0100313	0.014704
Mm Hs	SMOC2	Leydig cells	SMAP2	0.026	SPARC related modular calcium binding 2	protein-coding gene	1	Mesoderm	Reproductive	1.0	0.0	0.0172414	0.0
Mm Hs	ADAM21	Leydig cells	ADAM31	0.001	ADAM metallopeptidase domain 21	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.00344828	0.000192629
Mm Hs	ESRRG	Leydig cells	NR3B3|ERRg|ERR-gamma	0.002	estrogen related receptor gamma	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.00438871	0.0019905
Mm Hs	GPRC6A	Leydig cells	bA86F4.3	0.0	G protein-coupled receptor class C group 6 member A	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.0	0.0
Mm Hs	GJA1	Leydig cells	CX43|ODOD|SDTY3|ODDD|GJAL	0.1	gap junction protein alpha 1	protein-coding gene	1	Mesoderm	Reproductive	1.0	0.454545	0.0626959	0.106909
Mm Hs	GAS6	Leydig cells	AXSF|FLJ34709|DKFZp666G247|AXLLG	0.1	growth arrest specific 6	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.727273	0.0435737	0.114165
Mm Hs	SULT1E1	Leydig cells	STE	0.002	sulfotransferase family 1E member 1	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.00595611	0.0
Mm Hs	CYP19A1	Leydig cells	ARO|P-450AROM|CPV1|ARO1|CYAR|aromatase|CYP19	0.0	cytochrome P450 family 19 subfamily A member 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.0	0.00219436	0.0
Mm Hs	PLAUR	Leydig cells	URKR|UPAR|CD87	0.052	plasminogen activator, urokinase receptor	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.10721	0.0393605
Mm Hs	FABP9	Leydig cells	PERF|T-FABP|PERF15	0.008	fatty acid binding protein 9	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0909091	0.0	0.00988828
Mm Hs	CLDN16	Loop of Henle cells	PCLN1|HOMG3	0.0	claudin 16	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0	0.0
Mm Hs	CLDN8	Loop of Henle cells	NA	0.004	claudin 8	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.000626763	0.0044915
Mm Hs	UMOD	Loop of Henle cells	NA	0.0	uromodulin	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0	0.0
Mm Hs	FABP4	Loop of Henle cells	A-FABP|aP2	0.028	fatty acid binding protein 4	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0103416	0.0332371
Mm Hs	AQP1	Loop of Henle cells	CHIP28|CO	0.037	aquaporin 1 (Colton blood group)	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0178627	0.0424767
Mm Hs	CLDN10	Loop of Henle cells	OSP-L|CPETRL3	0.028	claudin 10	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.023817	0.0302214
Mm Hs	CLDN19	Loop of Henle cells	NA	0.001	claudin 19	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.000626763	0.0008983
Mm Hs	SLC12A1	Loop of Henle cells	NKCC2	0.001	solute carrier family 12 member 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.000626763	0.0
Mm Hs	DEFB1	Loop of Henle cells	HBD-1|DEFB-1|DEFB101|HBD1|BD1|MGC51822	0.009	defensin beta 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0260107	0.00532563
Mm Hs	CLCNKA	Loop of Henle cells	hClC-Ka	0.0	chloride voltage-gated channel Ka	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0	0.00044915
Mm Hs	TRPM7	Loop of Henle cells	CHAK1|LTRPC7|TRP-PLIK	0.031	transient receptor potential cation channel subfamily M member 7	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.00595425	0.0
Mm Hs	CDH6	Loop of Henle cells	NA	0.01	cadherin 6	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.0184895	0.0078922
Mm Hs	LCN2	Loop of Henle cells	NGAL|24p3	0.043	lipocalin 2	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.056722	0.0417709
Mm Hs	DKK1	Loop of Henle cells	SK|DKK-1	0.006	dickkopf WNT signaling pathway inhibitor 1	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.0247571	0.00141161
Mm Hs	DACH1	Loop of Henle cells	DACH	0.013	dachshund family transcription factor 1	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.0275776	0.0111646
Mm Hs	SLC12A3	Loop of Henle cells	NCCT	0.001	solute carrier family 12 member 3	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.0	0.0
Mm Hs	SLC11A2	Loop of Henle cells	DCT1|NRAMP2	0.007	solute carrier family 11 member 2	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.00658101	0.0
Mm Hs	ARVCF	Loop of Henle cells	NA	0.005	ARVCF, delta catenin family member	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.0	0.0	0.00603144
Mm Hs	RGS5	Loop of Henle cells	NA	0.043	regulator of G protein signaling 5	protein-coding gene	1	Mesoderm	Kidney	NA	NA	NA	NA
Mm Hs	COX4I2	Loop of Henle cells	COXIV-2|COX4B|dJ857M17.2|COX4-2|COX4L2	0.018	cytochrome c oxidase subunit 4I2	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00720777	0.0213025
Mm Hs	CYP4B1	Loop of Henle cells	NA	0.018	cytochrome P450 family 4 subfamily B member 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0128486	0.019121
Mm Hs	PARVB	Loop of Henle cells	CGI-56	0.036	parvin beta	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.050141	0.0334937
Mm Hs	SH3RF2	Loop of Henle cells	FLJ23654|RNF158|Hepp1|POSHER|PPP1R39	0.008	SH3 domain containing ring finger 2	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0250705	0.0
Mm Hs	HEY2	Loop of Henle cells	bHLHb32|HERP1|HESR2	0.004	hes related family bHLH transcription factor with YRPW motif 2	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0150423	0.00153994
Mm Hs	NKAIN4	Loop of Henle cells	bA261N11.2|FAM77A|C20orf58	0.036	sodium/potassium transporting ATPase interacting 4	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00908806	0.0420918
Mm Hs	ADAMTS5	Loop of Henle cells	ADMP-2|ADAMTS11	0.016	ADAM metallopeptidase with thrombospondin type 1 motif 5	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0144155	0.016811
Mm Hs	CXCL1	Loop of Henle cells	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP	0.032	C-X-C motif chemokine ligand 1	protein-coding gene	1	Mesoderm	Kidney	1.0	0.0	0.0454403	0.0305422
Mm Hs	GEM	Loop of Henle cells	NA	0.038	GTP binding protein overexpressed in skeletal muscle	protein-coding gene	1	Mesoderm	Kidney	1.0	0.0	0.0360389	0.0395252
Mm Hs	FGA	Loop of Henle cells	NA	0.005	fibrinogen alpha chain	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.017236	0.00237408
Mm Hs	PLA2G7	Loop of Henle cells	LDL-PLA2	0.048	phospholipase A2 group VII	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0115951	0.0564004
Mm Hs	THBS1	Loop of Henle cells	TSP1|THBS|TSP|THBS-1|TSP-1	0.04	thrombospondin 1	protein-coding gene	1	Mesoderm	Kidney	1.0	0.0	0.0517079	0.0
Mm Hs	ENC1	Loop of Henle cells	PIG10|ENC-1|TP53I10|KLHL37|NRPB	0.073	ectodermal-neural cortex 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0200564	0.0854026
Mm Hs	SPSB1	Loop of Henle cells	SSB-1	0.006	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00282043	0.0
Mm Hs	ARID5A	Loop of Henle cells	MRF-1|RP11-363D14	0.017	AT-rich interaction domain 5A	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0253839	0.0146295
Mm Hs	CD40	Loop of Henle cells	Bp50|TNFRSF5	0.012	CD40 molecule	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.013162	0.0108438
Mm Hs	SLC14A2	Loop of Henle cells	HUT2	0.005	solute carrier family 14 member 2	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0	0.0
Mm Hs	NRGN	Loop of Henle cells	NA	0.031	neurogranin	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0109683	0.0345204
Mm Hs	RNF182	Loop of Henle cells	MGC33993	0.03	ring finger protein 182	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.000313381	0.0
Mm Hs	PCSK9	Loop of Henle cells	NARC-1|FH3|HCHOLA3	0.005	proprotein convertase subtilisin/kexin type 9	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.000313381	0.00590311
Mm Hs	DRAM1	Loop of Henle cells	FLJ11259|DRAM	0.012	DNA damage regulated autophagy modulator 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0166092	0.0108438
Mm Hs	ARC	Loop of Henle cells	KIAA0278|Arg3.1	0.005	activity regulated cytoskeleton associated protein	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00376058	0.00571062
Mm Hs	NEK6	Loop of Henle cells	SID6-1512	0.027	NIMA related kinase 6	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0272642	0.0238691
Mm Hs	CDKN1C	Loop of Henle cells	P57|BWCR|BWS	0.097	cyclin dependent kinase inhibitor 1C	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0470072	0.108566
Mm Hs	CALCRL	Loop of Henle cells	CGRPR|CRLR	0.017	calcitonin receptor like receptor	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0247571	0.0160411
Mm Hs	SMARCD3	Loop of Henle cells	BAF60C|CRACD3	0.004	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.017236	0.0
Mm Hs	KCNT1	Loop of Henle cells	KCa4.1|KIAA1422|SLACK|Slo2.2	0.002	potassium sodium-activated channel subfamily T member 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0	0.00205326
Mm Hs	PTGS2	Loop of Henle cells	NA	0.009	prostaglandin-endoperoxide synthase 2	protein-coding gene	1	Mesoderm	Kidney	1.0	0.0	0.0134754	0.00840552
Mm Hs	IRX2	Loop of Henle cells	NA	0.012	iroquois homeobox 2	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00626763	0.0131537
Mm Hs	PPP1R1B	Loop of Henle cells	DARPP-32|FLJ20940	0.026	protein phosphatase 1 regulatory inhibitor subunit 1B	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0162958	0.0285531
Mm Hs	LIPG	Loop of Henle cells	EDL	0.003	lipase G, endothelial type	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00188029	0.00327238
Mm Hs	TNNI1	Loop of Henle cells	NA	0.009	troponin I1, slow skeletal type	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00908806	0.0
Mm Hs	LRRC66	Loop of Henle cells	NA	0.0	leucine rich repeat containing 66	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.0	0.00044915
Mm Hs	IGF1	Loop of Henle cells	IGF1A|IGFI|IGF-I|IGF	0.044	insulin like growth factor 1	protein-coding gene	1	Mesoderm	Kidney	0.0	0.0	0.00282043	0.0543471
Mm Hs	FGFR2	Luminal epithelial cells	CEK3|TK14|TK25|ECT1|K-SAM|CD332|KGFR|BEK|JWS	0.034	fibroblast growth factor receptor 2	protein-coding gene	1	Ectoderm	Mammary gland	0.0	1.0	0.0157381	0.0379527
Mm Hs	FGG	Luminal epithelial cells	NA	0.007	fibrinogen gamma chain	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.769231	0.01322	0.00526586
Mm Hs	KRT18	Luminal epithelial cells	NA	0.126	keratin 18	protein-coding gene	1	Ectoderm	Mammary gland	0.8	1.0	0.235127	0.0920241
Hs	ANKRD30A	Luminal epithelial cells	NY-BR-1	0.001	ankyrin repeat domain 30A	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00409191	0.0
Mm Hs	SLPI	Luminal epithelial cells	HUSI-I|BLPI|HUSI|WAP4|WFDC4	0.048	secretory leukocyte peptidase inhibitor	protein-coding gene	1	Ectoderm	Mammary gland	0.866667	0.0	0.0912811	0.0
Mm Hs	PROM1	Luminal epithelial cells	AC133|CD133|RP41|CORD12|PROML1|STGD4	0.021	prominin 1	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.769231	0.00723953	0.0235679
Mm Hs	KRT19	Luminal epithelial cells	K19|CK19|K1CS|MGC15366	0.088	keratin 19	protein-coding gene	1	Ectoderm	Mammary gland	0.666667	1.0	0.168398	0.0646674
Mm Hs	SYTL2	Luminal epithelial cells	FLJ20163|FLJ21219|KIAA1597|exophilin-4|CHR11SYT|SLP2|SGA72M|MGC102768|PPP1R151	0.019	synaptotagmin like 2	protein-coding gene	1	Ectoderm	Mammary gland	0.0666667	0.0	0.0050362	0.0
Mm Hs	CD74	Luminal epithelial cells	DHLAG	0.169	CD74 molecule	protein-coding gene	1	Ectoderm	Mammary gland	0.733333	0.0769231	0.361977	0.125225
Mm Hs	AGR2	Luminal epithelial cells	XAG-2|HAG-2|PDIA17	0.024	anterior gradient 2, protein disulphide isomerase family member	protein-coding gene	1	Ectoderm	Mammary gland	0.933333	0.0	0.0692477	0.0125225
Mm Hs	LTF	Luminal epithelial cells	HLF2	0.016	lactotransferrin	protein-coding gene	1	Ectoderm	Mammary gland	0.0666667	0.0	0.00598048	0.0183663
Mm Hs	SAA2	Luminal epithelial cells	NA	0.006	serum amyloid A2	protein-coding gene	1	Ectoderm	Mammary gland	0.266667	0.0	0.037142	0.0
Mm Hs	KRT23	Luminal epithelial cells	K23|DKFZP434G032|HAIK1|CK23|MGC26158	0.014	keratin 23	protein-coding gene	1	Ectoderm	Mammary gland	0.333333	0.0	0.0563425	0.00552273
Hs	SERPINB4	Luminal epithelial cells	PI11|LEUPIN|SCCA-2|SCCA2	0.001	serpin family B member 4	protein-coding gene	1	Ectoderm	Mammary gland	0.466667	0.0	0.00377715	0.0
Hs	SERPINB3	Luminal epithelial cells	T4-A|HsT1196|SCC	0.001	serpin family B member 3	protein-coding gene	1	Ectoderm	Mammary gland	0.533333	0.0	0.00377715	0.0
Mm Hs	WFDC2	Luminal epithelial cells	HE4|WAP5|dJ461P17.6|EDDM4	0.056	WAP four-disulfide core domain 2	protein-coding gene	1	Ectoderm	Mammary gland	0.733333	0.0	0.0912811	0.0
Mm Hs	LCN2	Luminal epithelial cells	NGAL|24p3	0.043	lipocalin 2	protein-coding gene	1	Ectoderm	Mammary gland	0.8	0.153846	0.0531948	0.0416774
Mm Hs	BTG1	Luminal epithelial cells	APRO2	0.333	BTG anti-proliferation factor 1	protein-coding gene	1	Ectoderm	Mammary gland	0.866667	1.0	0.666667	0.257963
Mm Hs	CLDN4	Luminal epithelial cells	CPE-R|WBSCR8|hCPE-R|CPETR|CPETR1	0.047	claudin 4	protein-coding gene	1	Ectoderm	Mammary gland	0.8	1.0	0.125275	0.0278705
Mm Hs	ANXA1	Luminal epithelial cells	ANX1|LPC1	0.161	annexin A1	protein-coding gene	1	Ectoderm	Mammary gland	0.8	1.0	0.357885	0.118289
Mm Hs	HMGA1	Luminal epithelial cells	HMGIY	0.084	high mobility group AT-hook 1	protein-coding gene	1	Ectoderm	Mammary gland	0.733333	0.153846	0.292729	0.0269715
Mm Hs	STC2	Luminal epithelial cells	STC-2	0.01	stanniocalcin 2	protein-coding gene	1	Ectoderm	Mammary gland	0.0666667	0.0	0.0122757	0.0
Mm Hs	AREG	Luminal epithelial cells	SDGF|AREGB	0.031	amphiregulin	protein-coding gene	1	Ectoderm	Mammary gland	0.2	1.0	0.100094	0.0136142
Mm Hs	TNFSF10	Luminal epithelial cells	TRAIL|Apo-2L|TL2|CD253	0.014	TNF superfamily member 10	protein-coding gene	1	Ectoderm	Mammary gland	0.6	0.0	0.0620082	0.0
Hs	SERPINA1	Luminal epithelial cells	AAT|A1A|PI1|alpha-1-antitrypsin|A1AT|alpha1AT|PI	0.016	serpin family A member 1	protein-coding gene	1	Ectoderm	Mammary gland	0.0666667	0.0	0.0853006	0.0
Mm Hs	PIP	Luminal epithelial cells	GCDFP-15|GCDFP15|GPIP4	0.001	prolactin induced protein	protein-coding gene	1	Ectoderm	Mammary gland	0.266667	0.0	0.000629525	0.00147701
Mm Hs	ATP7B	Luminal epithelial cells	WND	0.002	ATPase copper transporting beta	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00188857	0.00269715
Mm Hs	HIF1A	Luminal epithelial cells	MOP1|HIF-1alpha|PASD8|HIF1|bHLHe78	0.089	hypoxia inducible factor 1 subunit alpha	protein-coding gene	1	Ectoderm	Mammary gland	0.533333	0.769231	0.0997797	0.0850886
Mm Hs	FGFR4	Luminal epithelial cells	JTK2|CD334	0.003	fibroblast growth factor receptor 4	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00346239	0.00211919
Mm Hs	DDR1	Luminal epithelial cells	RTK6|CD167|NTRK4|PTK3A|EDDR1	0.051	discoidin domain receptor tyrosine kinase 1	protein-coding gene	1	Ectoderm	Mammary gland	0.466667	0.230769	0.0431224	0.0547136
Mm Hs	CEBPD	Luminal epithelial cells	CRP3|CELF|C/EBP-delta|NF-IL6-beta	0.122	CCAAT enhancer binding protein delta	protein-coding gene	1	Ectoderm	Mammary gland	0.866667	0.307692	0.182562	0.108464
Mm Hs	PGR	Luminal epithelial cells	NR3C3	0.003	progesterone receptor	protein-coding gene	1	Ectoderm	Mammary gland	0.0	1.0	0.00661001	0.0010917
Mm Hs	KRT8	Luminal epithelial cells	K8|CK8|CYK8|K2C8|KO	0.12	keratin 8	protein-coding gene	1	Ectoderm	Mammary gland	0.933333	1.0	0.207743	0.0923452
Mm Hs	UXT	Luminal epithelial cells	ART-27|STAP1	0.004	ubiquitously expressed prefoldin like chaperone	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00849858	0.0
Mm Hs	PTH1R	Luminal epithelial cells	PTHR1	0.019	parathyroid hormone 1 receptor	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.0050362	0.0234395
Mm Hs	CD9	Luminal epithelial cells	BA2|P24|TSPAN29|MRP-1|MIC3	0.344	CD9 molecule	protein-coding gene	1	Ectoderm	Mammary gland	0.933333	1.0	0.267863	0.365656
Mm Hs	AR	Luminal epithelial cells	AIS|NR3C4|SMAX1|HUMARA|DHTR|SBMA	0.013	androgen receptor	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00188857	0.0159902
Mm Hs	AQP3	Luminal epithelial cells	GIL	0.025	aquaporin 3 (Gill blood group)	protein-coding gene	1	Ectoderm	Mammary gland	0.866667	0.461538	0.0673591	0.0155407
Mm Hs	ATP2C2	Luminal epithelial cells	KIAA0703|SPCA2	0.001	ATPase secretory pathway Ca2+ transporting 2	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00440667	0.00102749
Mm Hs	WNT5A	Luminal epithelial cells	hWNT5A	0.015	Wnt family member 5A	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.00818382	0.0
Mm Hs	SLC12A2	Luminal epithelial cells	NKCC1|BSC|BSC2|PPP1R141	0.074	solute carrier family 12 member 2	protein-coding gene	1	Ectoderm	Mammary gland	0.0666667	0.0	0.0500472	0.0
Mm Hs	ESR1	Luminal epithelial cells	NR3A1|Era|ER-alpha|ESR	0.004	estrogen receptor 1	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.538462	0.000944287	0.00417416
Mm Hs	AQP5	Luminal epithelial cells	NA	0.018	aquaporin 5	protein-coding gene	1	Ectoderm	Mammary gland	0.4	1.0	0.0402896	0.0131647
Mm Hs	RUNX1	Luminal epithelial cells	PEBP2A2|AMLCR1|AML1|CBFA2	0.054	runt related transcription factor 1	protein-coding gene	1	Ectoderm	Mammary gland	0.133333	0.0	0.0308467	0.0
Mm Hs	CDH1	Luminal epithelial cells	uvomorulin|CD324|UVO	0.056	cadherin 1	protein-coding gene	1	Ectoderm	Mammary gland	0.533333	1.0	0.0393453	0.0564475
Mm Hs	MUC1	Luminal epithelial cells	CD227|PEM|ADMCKD|ADMCKD1|MCKD|MCKD1	0.016	mucin 1, cell surface associated	protein-coding gene	1	Ectoderm	Mammary gland	0.666667	0.0	0.0299024	0.0125225
Mm Hs	ANPEP	Luminal epithelial cells	gp150|CD13|PEPN	0.015	alanyl aminopeptidase, membrane	protein-coding gene	1	Ectoderm	Mammary gland	0.0	0.0	0.0129053	0.0168893
Hs	KLK3	Luminal epithelial cells	NA	0.002	kallikrein related peptidase 3	protein-coding gene	1	Ectoderm	Mammary gland	0.266667	0.0	0.00944287	0.0
Mm Hs	AKT1	Luteal cells	RAC|PKB|PRKBA|AKT	0.055	AKT serine/threonine kinase 1	protein-coding gene	1	Mesoderm	Reproductive	0.0	0.0	0.0093985	0.0655243
Mm Hs	LHCGR	Luteal cells	LHR|LCGR|LGR2|HHG	0.0	luteinizing hormone/choriogonadotropin receptor	protein-coding gene	1	Mesoderm	Reproductive	0.0	1.0	0.000626566	0.000320883
Mm Hs	HSD3B1	Luteal cells	SDR11E1|HSDB3|HSD3B	0.001	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	1.0	0.000626566	0.00115518
Mm Hs	CYP11A1	Luteal cells	P450SCC|CYP11A	0.005	cytochrome P450 family 11 subfamily A member 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	1.0	0.00407268	0.00532666
Mm Hs	EPHX2	Luteal cells	NA	0.009	epoxide hydrolase 2	protein-coding gene	NA	Mesoderm	Reproductive	0.0	1.0	0.0056391	0.00994738
Mm Hs	SFRP4	Luteal cells	frpHE|FRP-4|FRPHE|FRZB-2	0.006	secreted frizzled related protein 4	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.0	0.00720551	0.0
Mm Hs	PLIN5	Luteal cells	LSDP5|LSDA5|OXPAT|MLDP	0.001	perilipin 5	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.333333	0.000626566	0.000962649
Mm Hs	BHMT	Luteal cells	BHMT1	0.003	betaine--homocysteine S-methyltransferase	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.666667	0.00219298	0.00333718
Mm Hs	PGAM1	Luteal cells	PGAMA	0.037	phosphoglycerate mutase 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.333333	0.0842732	0.0245155
Mm Hs	CHKA	Luteal cells	CKI	0.019	choline kinase alpha	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.666667	0.0225564	0.0191888
Mm Hs	ADAMTS1	Luteal cells	C3-C5|METH1|KIAA1346	0.053	ADAM metallopeptidase with thrombospondin type 1 motif 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.666667	0.0560777	0.0542934
Mm Hs	SLC16A2	Luteal cells	XPCT|MCT8|DXS128|AHDS|MRX22	0.023	solute carrier family 16 member 2	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.0	0.00344612	0.0
Mm Hs	PMPCB	Luteal cells	MPPB|MPPP52	0.062	peptidase, mitochondrial processing beta subunit	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.333333	0.0946115	0.0517905
Mm Hs	SDC1	Luteal cells	CD138|syndecan|SYND1|SDC	0.046	syndecan 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.0	0.0463659	0.0
Mm Hs	BCAT1	Luteal cells	BCT1	0.024	branched chain amino acid transaminase 1	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.333333	0.056391	0.0171993
Mm Hs	RORA	Luteal cells	RZRA|ROR1|ROR2|ROR3|NR1F1	0.045	RAR related orphan receptor A	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.0	0.0140977	0.0
Mm Hs	AIF1L	Luteal cells	IBA2|FLJ12783|C9orf58	0.01	allograft inflammatory factor 1 like	protein-coding gene	NA	Mesoderm	Reproductive	0.0	0.333333	0.0222431	0.00673854
